model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,stage15_model,fallback_mode
scene_only,eth_ucy_ewap_stage15,all,10,4.39628,4.39628,4.398198,4.398198,0.000436,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,all,25,3.52381,3.52381,3.524453,3.524453,0.000182,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,all,50,3.106503,3.106503,3.106566,3.106566,2.1e-05,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,all,100,5.157921,5.157921,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,easy,1,0.512588,0.512588,0.514271,0.514271,0.003273,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,easy,5,2.434853,2.434853,2.436802,2.436802,0.0008,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,easy,10,4.39628,4.39628,4.398198,4.398198,0.000436,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,easy,25,3.52381,3.52381,3.524453,3.524453,0.000182,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,easy,50,3.106503,3.106503,3.106566,3.106566,2.1e-05,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,easy,100,5.157921,5.157921,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,ge5,1,0.512588,0.512588,0.514271,0.514271,0.003273,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,ge5,5,2.434853,2.434853,2.436802,2.436802,0.0008,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,ge5,10,4.39628,4.39628,4.398198,4.398198,0.000436,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,ge5,25,3.52381,3.52381,3.524453,3.524453,0.000182,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,ge5,50,3.106503,3.106503,3.106566,3.106566,2.1e-05,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,ge5,100,5.157921,5.157921,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,verified_t100,100,5.157921,5.157921,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage15,verified_t50,50,3.106503,3.106503,3.106566,3.106566,2.1e-05,83,0.12,0.006,0.994,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,all,1,0.292066,0.292066,0.291144,0.291144,-0.003166,30,0.12,0.005973,0.994027,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,all,5,1.422415,1.422415,1.422272,1.422272,-0.000101,30,0.12,0.005981,0.994019,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,all,10,2.832259,2.832259,2.832472,2.832472,7.5e-05,30,0.12,0.005964,0.994036,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,baseline_failure,1,0.292066,0.292066,0.291144,0.291144,-0.003166,30,0.12,0.005973,0.994027,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,baseline_failure,5,1.422415,1.422415,1.422272,1.422272,-0.000101,30,0.12,0.005981,0.994019,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,baseline_failure,10,2.832259,2.832259,2.832472,2.832472,7.5e-05,30,0.12,0.005964,0.994036,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,ge5,1,0.292066,0.292066,0.291144,0.291144,-0.003166,30,0.12,0.005973,0.994027,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,ge5,5,1.422415,1.422415,1.422272,1.422272,-0.000101,30,0.12,0.005981,0.994019,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,ge5,10,2.832259,2.832259,2.832472,2.832472,7.5e-05,30,0.12,0.005964,0.994036,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,goalbench_official,1,0.292066,0.292066,0.291144,0.291144,-0.003166,30,0.12,0.005973,0.994027,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,goalbench_official,5,1.422415,1.422415,1.422272,1.422272,-0.000101,30,0.12,0.005981,0.994019,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,goalbench_official,10,2.832259,2.832259,2.832472,2.832472,7.5e-05,30,0.12,0.005964,0.994036,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,hard,1,0.292066,0.292066,0.291144,0.291144,-0.003166,30,0.12,0.005973,0.994027,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,hard,5,1.422415,1.422415,1.422272,1.422272,-0.000101,30,0.12,0.005981,0.994019,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,trajnet,hard,10,2.832259,2.832259,2.832472,2.832472,7.5e-05,30,0.12,0.005964,0.994036,7,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,all,1,0.518211,0.518211,0.514499,0.514499,-0.007215,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,all,5,2.742066,2.742066,2.7401,2.7401,-0.000717,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,all,10,4.178579,4.178579,4.176528,4.176528,-0.000491,7,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,baseline_failure,1,0.518211,0.518211,0.514499,0.514499,-0.007215,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,baseline_failure,5,2.742066,2.742066,2.7401,2.7401,-0.000717,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,baseline_failure,10,4.178579,4.178579,4.176528,4.176528,-0.000491,7,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,ge5,1,0.518211,0.518211,0.514499,0.514499,-0.007215,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,ge5,5,2.742066,2.742066,2.7401,2.7401,-0.000717,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,ge5,10,4.178579,4.178579,4.176528,4.176528,-0.000491,7,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,goalbench_official,1,0.518211,0.518211,0.514499,0.514499,-0.007215,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,goalbench_official,5,2.742066,2.742066,2.7401,2.7401,-0.000717,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,goalbench_official,10,4.178579,4.178579,4.176528,4.176528,-0.000491,7,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,hard,1,0.518211,0.518211,0.514499,0.514499,-0.007215,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,hard,5,2.742066,2.742066,2.7401,2.7401,-0.000717,8,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,aerialmpt,hard,10,4.178579,4.178579,4.176528,4.176528,-0.000491,7,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,all,1,0.301833,0.301833,0.299653,0.299653,-0.007276,30,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,all,5,1.530964,1.530964,1.529704,1.529704,-0.000824,28,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,all,10,3.077809,3.077809,3.077245,3.077245,-0.000183,25,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,baseline_failure,1,0.30238,0.30238,0.300267,0.300267,-0.007036,28,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,baseline_failure,5,1.573048,1.573048,1.571979,1.571979,-0.00068,26,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,baseline_failure,10,3.208611,3.208611,3.208317,3.208317,-9.2e-05,23,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,easy,1,0.413018,0.413018,0.410458,0.410458,-0.006235,3,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,easy,5,1.962827,1.962827,1.962682,1.962682,-7.4e-05,3,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,easy,10,3.95975,3.95975,3.960468,3.960468,0.000181,3,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,ge5,1,0.273082,0.273082,0.270747,0.270747,-0.008627,20,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,ge5,5,1.383915,1.383915,1.382494,1.382494,-0.001028,20,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,ge5,10,2.776995,2.776995,2.776366,2.776366,-0.000226,19,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,goalbench_official,1,0.301833,0.301833,0.299653,0.299653,-0.007276,30,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,goalbench_official,5,1.530964,1.530964,1.529704,1.529704,-0.000824,28,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,goalbench_official,10,3.077809,3.077809,3.077245,3.077245,-0.000183,25,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,hard,1,0.298634,0.298634,0.296464,0.296464,-0.007317,27,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,hard,5,1.514969,1.514969,1.513668,1.513668,-0.00086,25,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy,hard,10,3.027412,3.027412,3.026775,3.026775,-0.000211,22,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,all,1,0.348225,0.348225,0.346507,0.346507,-0.00496,154,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,all,5,1.605949,1.605949,1.604352,1.604352,-0.000995,132,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,all,10,2.676322,2.676322,2.674885,2.674885,-0.000537,104,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,all,25,2.469026,2.469026,2.466785,2.466785,-0.000909,43,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,all,50,2.82564,2.82564,2.821185,2.821185,-0.001579,21,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,baseline_failure,1,0.348225,0.348225,0.346507,0.346507,-0.00496,154,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,baseline_failure,5,1.605949,1.605949,1.604352,1.604352,-0.000995,132,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,baseline_failure,10,2.676322,2.676322,2.674885,2.674885,-0.000537,104,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,baseline_failure,25,2.469026,2.469026,2.466785,2.466785,-0.000909,43,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,baseline_failure,50,2.82564,2.82564,2.821185,2.821185,-0.001579,21,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,ge5,1,0.348225,0.348225,0.346507,0.346507,-0.00496,154,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,ge5,5,1.605949,1.605949,1.604352,1.604352,-0.000995,132,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,ge5,10,2.676322,2.676322,2.674885,2.674885,-0.000537,104,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,ge5,25,2.469026,2.469026,2.466785,2.466785,-0.000909,43,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,ge5,50,2.82564,2.82564,2.821185,2.821185,-0.001579,21,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,goalbench_official,1,0.348225,0.348225,0.346507,0.346507,-0.00496,154,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,goalbench_official,5,1.605949,1.605949,1.604352,1.604352,-0.000995,132,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,goalbench_official,10,2.676322,2.676322,2.674885,2.674885,-0.000537,104,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,goalbench_official,25,2.469026,2.469026,2.466785,2.466785,-0.000909,43,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,goalbench_official,50,2.82564,2.82564,2.821185,2.821185,-0.001579,21,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,hard,1,0.348225,0.348225,0.346507,0.346507,-0.00496,154,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,hard,5,1.605949,1.605949,1.604352,1.604352,-0.000995,132,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,hard,10,2.676322,2.676322,2.674885,2.674885,-0.000537,104,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,hard,25,2.469026,2.469026,2.466785,2.466785,-0.000909,43,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,hard,50,2.82564,2.82564,2.821185,2.821185,-0.001579,21,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap,verified_t50,50,2.82564,2.82564,2.821185,2.821185,-0.001579,21,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,all,1,0.603939,0.603939,0.60757,0.60757,0.005977,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,all,5,2.934101,2.934101,2.937948,2.937948,0.001309,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,all,10,5.562838,5.562838,5.566892,5.566892,0.000728,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,all,25,5.810445,5.810445,5.813266,5.813266,0.000485,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,all,50,4.309616,4.309616,4.312465,4.312465,0.000661,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,all,100,5.917898,5.917898,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,easy,1,0.603939,0.603939,0.60757,0.60757,0.005977,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,easy,5,2.934101,2.934101,2.937948,2.937948,0.001309,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,easy,10,5.562838,5.562838,5.566892,5.566892,0.000728,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,easy,25,5.810445,5.810445,5.813266,5.813266,0.000485,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,easy,50,4.309616,4.309616,4.312465,4.312465,0.000661,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,easy,100,5.917898,5.917898,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,ge5,1,0.603939,0.603939,0.60757,0.60757,0.005977,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
scene_only,eth_ucy_ewap_stage14,ge5,5,2.934101,2.934101,2.937948,2.937948,0.001309,13,0.12,0.006,0.994,8,baseline_preserving,intervention_threshold_high_alpha_regularization
